Dataset,Model,feature_name,fold,shift_type,category,observed_gap,predicted_gap,MAE,Method
CCT,vit,kNN,fog_0.325,fog,Synthetic,0.23978365384615374,0.24826703637209435,0.008483382525940608,Ours
CCT,vit,kNN,fog_0.35000000000000003,fog,Synthetic,0.27223557692307687,0.251717719227267,0.020517857695809882,Ours
CCT,vit,kNN,fog_0.375,fog,Synthetic,0.266826923076923,0.26851104245577345,0.001684119378850435,Ours
CCT,vit,kNN,fog_0.4,fog,Synthetic,0.2542067307692306,0.2627599043638192,0.00855317359458857,Ours
CCT,vit,kNN,fog_0.42500000000000004,fog,Synthetic,0.2620192307692306,0.25217781027462327,0.009841420494607345,Ours
CCT,vit,kNN,fog_0.45,fog,Synthetic,0.24218749999999978,0.28127856901991205,0.03909106901991227,Ours
CCT,vit,kNN,fog_0.47500000000000003,fog,Synthetic,0.24699519230769218,0.24608160389715172,0.0009135884105404557,Ours
CCT,vit,kNN,fog_0.5,fog,Synthetic,0.2734374999999998,0.2713866115017506,0.0020508884982491926,Ours
CCT,vit,kNN,hue_0.025,hue,Synthetic,-0.0282451923076924,-0.05609203404470946,0.027846841737017056,Ours
CCT,vit,kNN,hue_0.05,hue,Synthetic,-0.0234375,-0.03427104313340568,0.010833543133405683,Ours
CCT,vit,kNN,hue_0.07500000000000001,hue,Synthetic,-0.008413461538461564,-0.017847876289634898,0.009434414751173334,Ours
CCT,vit,kNN,hue_0.1,hue,Synthetic,0.0030048076923075984,0.006959144956899907,0.003954337264592309,Ours
CCT,vit,kNN,hue_0.125,hue,Synthetic,0.010216346153846034,0.018673571656652455,0.00845722550280642,Ours
CCT,vit,kNN,hue_0.15000000000000002,hue,Synthetic,0.013221153846153744,0.012816358306776202,0.0004047955393775421,Ours
CCT,vit,kNN,hue_0.17500000000000002,hue,Synthetic,0.021033653846153744,0.028435593906446247,0.007401940060292503,Ours
CCT,vit,kNN,hue_0.2,hue,Synthetic,0.019230769230769162,0.031766166203434754,0.012535396972665591,Ours
CCT,vit,kNN,hue_0.225,hue,Synthetic,0.029447115384615197,0.03567097510335224,0.00622385971873704,Ours
CCT,vit,kNN,hue_0.25,hue,Synthetic,0.019831730769230838,0.05232383658829459,0.032492105819063755,Ours
CCT,vit,kNN,hue_0.275,hue,Synthetic,0.016826923076923017,0.033144334050464436,0.01631741097354142,Ours
CCT,vit,kNN,hue_0.30000000000000004,hue,Synthetic,0.013822115384615197,0.04221727237674336,0.028395156992128162,Ours
CCT,vit,kNN,hue_0.325,hue,Synthetic,0.0234375,0.02659803677707334,0.0031605367770733417,Ours
CCT,vit,kNN,hue_0.35000000000000003,hue,Synthetic,0.012019230769230838,0.020740823427197033,0.008721592657966196,Ours
CCT,vit,kNN,hue_0.375,hue,Synthetic,0.009014423076923017,0.014194526153805911,0.005180103076882894,Ours
CCT,vit,kNN,hue_0.4,hue,Synthetic,0.018028846153846034,0.016032083283178858,0.0019967628706671764,Ours
CCT,vit,kNN,hue_0.42500000000000004,hue,Synthetic,0.013221153846153744,0.01741025113020858,0.004189097284054838,Ours
CCT,vit,kNN,hue_0.45,hue,Synthetic,0.016225961538461453,0.029584067112304394,0.01335810557384294,Ours
CCT,vit,kNN,hue_0.47500000000000003,hue,Synthetic,0.01442307692307676,0.025794105532972664,0.011371028609895903,Ours
CCT,vit,kNN,hue_0.5,hue,Synthetic,0.021634615384615197,0.0336037233328077,0.011969107948192503,Ours
CCT,vit,kNN,jpeg_0.025,jpeg,Synthetic,-0.030649038461538547,-0.06648613298914727,0.03583709452760872,Ours
CCT,vit,kNN,jpeg_0.05,jpeg,Synthetic,-0.030048076923076983,-0.06660267112060617,0.03655459419752918,Ours
CCT,vit,kNN,jpeg_0.07500000000000001,jpeg,Synthetic,-0.02944711538461564,-0.06625305672622943,0.03680594134161379,Ours
CCT,vit,kNN,jpeg_0.1,jpeg,Synthetic,-0.030649038461538547,-0.06578690420039375,0.035137865738855203,Ours
CCT,vit,kNN,jpeg_0.125,jpeg,Synthetic,-0.02944711538461564,-0.06613651859477052,0.036689403210154875,Ours
CCT,vit,kNN,jpeg_0.15000000000000002,jpeg,Synthetic,-0.028846153846153966,-0.06613651859477049,0.03729036474861652,Ours
CCT,vit,kNN,jpeg_0.17500000000000002,jpeg,Synthetic,-0.0282451923076924,-0.0666026711206062,0.03835747881291379,Ours
CCT,vit,kNN,jpeg_0.2,jpeg,Synthetic,-0.030048076923076983,-0.06683574738352405,0.036787670460447064,Ours
CCT,vit,kNN,jpeg_0.225,jpeg,Synthetic,-0.028846153846153966,-0.06567036606893481,0.036824212222780844,Ours
CCT,vit,kNN,jpeg_0.25,jpeg,Synthetic,-0.028846153846153966,-0.06567036606893481,0.036824212222780844,Ours
CCT,vit,kNN,jpeg_0.275,jpeg,Synthetic,-0.02944711538461564,-0.06555382793747588,0.03610671255286024,Ours
CCT,vit,kNN,jpeg_0.30000000000000004,jpeg,Synthetic,-0.028846153846153966,-0.06485459914872238,0.036008445302568415,Ours
CCT,vit,kNN,jpeg_0.325,jpeg,Synthetic,-0.027043269230769162,-0.0646215228858045,0.03757825365503534,Ours
CCT,vit,kNN,jpeg_0.35000000000000003,jpeg,Synthetic,-0.027644230769230838,-0.06485459914872235,0.037210368379491515,Ours
CCT,vit,kNN,jpeg_0.375,jpeg,Synthetic,-0.028846153846153966,-0.06532075167455807,0.03647459782840411,Ours
CCT,vit,kNN,jpeg_0.4,jpeg,Synthetic,-0.028846153846153966,-0.06543728980601697,0.036591135959863005,Ours
CCT,vit,kNN,jpeg_0.42500000000000004,jpeg,Synthetic,-0.0282451923076924,-0.06485459914872238,0.03660940684102998,Ours
CCT,vit,kNN,jpeg_0.45,jpeg,Synthetic,-0.0282451923076924,-0.06532075167455806,0.03707555936686566,Ours
CCT,vit,kNN,jpeg_0.47500000000000003,jpeg,Synthetic,-0.028846153846153966,-0.06625305672622941,0.03740690288007545,Ours
CCT,vit,kNN,jpeg_0.5,jpeg,Synthetic,-0.027043269230769162,-0.06555382793747588,0.03851055870670672,Ours
CCT,vit,kNN,multnoise_0.025,multnoise,Synthetic,-0.028846153846153966,-0.05818892883087492,0.029342774984720953,Ours
CCT,vit,kNN,multnoise_0.05,multnoise,Synthetic,-0.025240384615384803,-0.055075196511371,0.029834811895986198,Ours
CCT,vit,kNN,multnoise_0.07500000000000001,multnoise,Synthetic,-0.019230769230769162,-0.04812917826016997,0.028898409029400808,Ours
CCT,vit,kNN,multnoise_0.1,multnoise,Synthetic,-0.014423076923076983,-0.011243426167585127,0.0031796507554918557,Ours
CCT,vit,kNN,multnoise_0.125,multnoise,Synthetic,0.012019230769230838,0.09474323163091347,0.08272400086168263,Ours
CCT,vit,kNN,multnoise_0.15000000000000002,multnoise,Synthetic,0.07091346153846145,0.24228624000125284,0.1713727784627914,Ours
CCT,vit,kNN,multnoise_0.17500000000000002,multnoise,Synthetic,0.17007211538461542,0.36324276472044337,0.19317064933582795,Ours
CCT,vit,kNN,multnoise_0.2,multnoise,Synthetic,0.27223557692307687,0.4687503867774797,0.19651480985440284,Ours
CCT,vit,kNN,multnoise_0.225,multnoise,Synthetic,0.3485576923076922,0.5457553822175188,0.19719768990982667,Ours
CCT,vit,kNN,multnoise_0.25,multnoise,Synthetic,0.4044471153846153,0.5952158225234848,0.1907687071388695,Ours
CCT,vit,kNN,multnoise_0.275,multnoise,Synthetic,0.4567307692307692,0.6262333867831584,0.1695026175523892,Ours
CCT,vit,kNN,multnoise_0.30000000000000004,multnoise,Synthetic,0.5054086538461537,0.6522210757574797,0.14681242191132593,Ours
CCT,vit,kNN,multnoise_0.325,multnoise,Synthetic,0.540264423076923,0.6661131122598817,0.12584868918295866,Ours
CCT,vit,kNN,multnoise_0.35000000000000003,multnoise,Synthetic,0.5721153846153846,0.6780890057964353,0.10597362118105069,Ours
CCT,vit,kNN,multnoise_0.375,multnoise,Synthetic,0.596153846153846,0.6877894795610435,0.09163563340719749,Ours
CCT,vit,kNN,multnoise_0.4,multnoise,Synthetic,0.6171874999999999,0.6913822476220095,0.07419474762200962,Ours
CCT,vit,kNN,multnoise_0.42500000000000004,multnoise,Synthetic,0.6406249999999999,0.6944959799415135,0.053870979941513575,Ours
CCT,vit,kNN,multnoise_0.45,multnoise,Synthetic,0.658653846153846,0.6976097122610174,0.03895586610717139,Ours
CCT,vit,kNN,multnoise_0.47500000000000003,multnoise,Synthetic,0.6688701923076923,0.6992863373561349,0.03041614504844259,Ours
CCT,vit,kNN,multnoise_0.5,multnoise,Synthetic,0.6736778846153846,0.7014419981927146,0.027764113577329996,Ours
CCT,vit,kNN,noise_0.025,noise,Synthetic,-0.027043269230769162,-0.05327361373208078,0.02623034450131162,Ours
CCT,vit,kNN,noise_0.05,noise,Synthetic,-0.015625,-0.025651297111715265,0.010026297111715265,Ours
CCT,vit,kNN,noise_0.07500000000000001,noise,Synthetic,0.04747596153846145,0.1009603827440825,0.05348442120562105,Ours
CCT,vit,kNN,noise_0.1,noise,Synthetic,0.15264423076923062,0.2575620063591342,0.10491777558990356,Ours
CCT,vit,kNN,noise_0.125,noise,Synthetic,0.3155048076923076,0.37211006222154785,0.056605254529240256,Ours
CCT,vit,kNN,noise_0.15000000000000002,noise,Synthetic,0.42367788461538447,0.445055526929207,0.021377642313822554,Ours
CCT,vit,kNN,noise_0.17500000000000002,noise,Synthetic,0.48858173076923067,0.49635411493845716,0.007772384169226487,Ours
CCT,vit,kNN,noise_0.2,noise,Synthetic,0.5342548076923076,0.5526134455244262,0.01835863783211855,Ours
CCT,vit,kNN,noise_0.225,noise,Synthetic,0.5679086538461537,0.5936523159318261,0.02574366208567236,Ours
CCT,vit,kNN,noise_0.25,noise,Synthetic,0.6051682692307692,0.6178923080680653,0.012724038837296114,Ours
CCT,vit,kNN,noise_0.275,noise,Synthetic,0.635216346153846,0.6324363033498087,0.0027800428040373193,Ours
CCT,vit,kNN,noise_0.30000000000000004,noise,Synthetic,0.665264423076923,0.6393136964675324,0.025950726609390573,Ours
CCT,vit,kNN,noise_0.325,noise,Synthetic,0.6941105769230769,0.6437107182968967,0.05039985862618013,Ours
CCT,vit,kNN,noise_0.35000000000000003,noise,Synthetic,0.7127403846153846,0.6455146246884309,0.06722575992695368,Ours
CCT,vit,kNN,noise_0.375,noise,Synthetic,0.7301682692307692,0.6476567635283775,0.08251150570239163,Ours
CCT,vit,kNN,noise_0.4,noise,Synthetic,0.7421875,0.6484459725746736,0.09374152742532638,Ours
CCT,vit,kNN,noise_0.42500000000000004,noise,Synthetic,0.7475961538461537,0.6520537853577418,0.09554236848841191,Ours
CCT,vit,kNN,noise_0.45,noise,Synthetic,0.75,0.6535194593008633,0.0964805406991367,Ours
CCT,vit,kNN,noise_0.47500000000000003,noise,Synthetic,0.7578125,0.6552106215429264,0.10260187845707358,Ours
CCT,vit,kNN,noise_0.5,noise,Synthetic,0.7632211538461537,0.6567890396355187,0.10643211421063503,Ours
CCT,vit,kNN,saltpepper_0.025,saltpepper,Synthetic,0.6760817307692306,0.6310329818019049,0.04504874896732569,Ours
CCT,vit,kNN,saltpepper_0.05,saltpepper,Synthetic,0.6874999999999999,0.6315769593937302,0.055923040606269736,Ours
CCT,vit,kNN,saltpepper_0.07500000000000001,saltpepper,Synthetic,0.6893028846153846,0.6323385280222857,0.05696435659309884,Ours
CCT,vit,kNN,saltpepper_0.1,saltpepper,Synthetic,0.6953125,0.6329913011324759,0.062321198867524075,Ours
CCT,vit,kNN,saltpepper_0.125,saltpepper,Synthetic,0.7085336538461537,0.6340792563161266,0.07445439753002714,Ours
CCT,vit,kNN,saltpepper_0.15000000000000002,saltpepper,Synthetic,0.7109375,0.6351672114997771,0.07577028850022294,Ours
CCT,vit,kNN,saltpepper_0.17500000000000002,saltpepper,Synthetic,0.7139423076923076,0.6354935980548722,0.07844870963743544,Ours
CCT,vit,kNN,saltpepper_0.2,saltpepper,Synthetic,0.71875,0.6359287801283324,0.08282121987166757,Ours
CCT,vit,kNN,saltpepper_0.225,saltpepper,Synthetic,0.7193509615384615,0.6371255308303478,0.08222543070811361,Ours
CCT,vit,kNN,saltpepper_0.25,saltpepper,Synthetic,0.7235576923076922,0.6366903487568876,0.08686734355080461,Ours
CCT,vit,kNN,saltpepper_0.275,saltpepper,Synthetic,0.7295673076923076,0.6374519173854432,0.09211539030686444,Ours
CCT,vit,kNN,saltpepper_0.30000000000000004,saltpepper,Synthetic,0.7295673076923076,0.6374519173854432,0.09211539030686444,Ours
CCT,vit,kNN,saltpepper_0.325,saltpepper,Synthetic,0.7325721153846153,0.6374519173854432,0.09512019799917215,Ours
CCT,vit,kNN,saltpepper_0.35000000000000003,saltpepper,Synthetic,0.7313701923076922,0.6386486680874586,0.09272152422023361,Ours
CCT,vit,kNN,saltpepper_0.375,saltpepper,Synthetic,0.7313701923076922,0.6385398725690936,0.09283031973859857,Ours
CCT,vit,kNN,saltpepper_0.4,saltpepper,Synthetic,0.7319711538461537,0.6387574636058237,0.09321369024033,Ours
CCT,vit,kNN,saltpepper_0.42500000000000004,saltpepper,Synthetic,0.736778846153846,0.6387574636058237,0.09802138254802228,Ours
CCT,vit,kNN,saltpepper_0.45,saltpepper,Synthetic,0.7397836538461537,0.6387574636058237,0.10102619024033,Ours
CCT,vit,kNN,saltpepper_0.47500000000000003,saltpepper,Synthetic,0.7421875,0.6387574636058237,0.10343003639417625,Ours
CCT,vit,kNN,saltpepper_0.5,saltpepper,Synthetic,0.7463942307692307,0.6385398725690936,0.10785435820013711,Ours
CCT,vit,kNN,smear_0.025,smear,Synthetic,-0.025240384615384803,-0.050340465385765705,0.025100080770380902,Ours
CCT,vit,kNN,smear_0.05,smear,Synthetic,-0.027043269230769162,-0.04873411145555565,0.02169084222478649,Ours
CCT,vit,kNN,smear_0.07500000000000001,smear,Synthetic,-0.02644230769230782,-0.04609510142735349,0.019652793735045672,Ours
CCT,vit,kNN,smear_0.1,smear,Synthetic,-0.0234375,-0.04460348706358707,0.02116598706358707,Ours
CCT,vit,kNN,smear_0.125,smear,Synthetic,-0.021033653846153966,-0.04288239356693344,0.021848739720779477,Ours
CCT,vit,kNN,smear_0.15000000000000002,smear,Synthetic,-0.02163461538461564,-0.033473749118560506,0.011839133733944865,Ours
CCT,vit,kNN,smear_0.17500000000000002,smear,Synthetic,-0.0204326923076924,-0.02326192770508255,0.002829235397390148,Ours
CCT,vit,kNN,smear_0.2,smear,Synthetic,-0.015625,-0.012017450193612417,0.0036075498063875833,Ours
CCT,vit,kNN,smear_0.225,smear,Synthetic,-0.015024038461538547,-0.0028382848781265957,0.012185753583411951,Ours
CCT,vit,kNN,smear_0.25,smear,Synthetic,-0.0018028846153848033,0.025731867166323003,0.027534751781707806,Ours
CCT,vit,kNN,smear_0.275,smear,Synthetic,-0.0006009615384615641,0.03640264684557527,0.03700360838403684,Ours
CCT,vit,kNN,smear_0.30000000000000004,smear,Synthetic,0.0042067307692308376,0.05200722788190118,0.04780049711267034,Ours
CCT,vit,kNN,smear_0.325,smear,Synthetic,0.015625,0.08264269212233508,0.06701769212233508,Ours
CCT,vit,kNN,smear_0.35000000000000003,smear,Synthetic,0.03185096153846145,0.1001978457882017,0.06834688424974025,Ours
CCT,vit,kNN,smear_0.375,smear,Synthetic,0.02824519230769218,0.11511398942586612,0.08686879711817394,Ours
CCT,vit,kNN,smear_0.4,smear,Synthetic,0.05288461538461542,0.1526338276529144,0.09974921226829897,Ours
CCT,vit,kNN,smear_0.42500000000000004,smear,Synthetic,0.06790865384615374,0.15137169242203508,0.08346303857588133,Ours
CCT,vit,kNN,smear_0.45,smear,Synthetic,0.08173076923076916,0.1799418444664847,0.09821107523571554,Ours
CCT,vit,kNN,smear_0.47500000000000003,smear,Synthetic,0.09555288461538458,0.191415801110842,0.09586291649545742,Ours
CCT,vit,kNN,smear_0.5,smear,Synthetic,0.10697115384615374,0.2044961116854092,0.09752495783925547,Ours
CCT,vit,kNN,OoD Test,Organic,Organic,0.640687775090844,0.6483676321585516,0.007679857067707685,Ours
CCT,vit,kNN,OoD Val,Organic,Organic,0.6275473891959669,0.646903637667336,0.019356248471369186,Ours
CCT,vit,kNN,ind_test,Organic,Organic,-0.02944711538461564,-0.05927999437081484,0.0298328789861992,Ours
NICO,vit,Energy,brightness_0.025,brightness,Synthetic,-0.012820512820512775,-0.010327280457479271,0.002493232363033504,Ours
NICO,vit,Energy,brightness_0.05,brightness,Synthetic,-0.004006410256410242,0.02981270334616254,0.03381911360257278,Ours
NICO,vit,Energy,brightness_0.07500000000000001,brightness,Synthetic,0.01602564102564108,0.0778357087997294,0.06181006777408832,Ours
NICO,vit,Energy,brightness_0.1,brightness,Synthetic,0.0625,0.11779447371486712,0.05529447371486712,Ours
NICO,vit,Energy,brightness_0.125,brightness,Synthetic,0.09375,0.15213545308638005,0.058385453086380046,Ours
NICO,vit,Energy,brightness_0.15000000000000002,brightness,Synthetic,0.10576923076923073,0.15675653474323276,0.05098730397400203,Ours
NICO,vit,Energy,brightness_0.17500000000000002,brightness,Synthetic,0.1546474358974359,0.18085864691426817,0.02621121101683227,Ours
NICO,vit,Energy,brightness_0.2,brightness,Synthetic,0.17307692307692313,0.17288501582009108,0.0001919072568320468,Ours
NICO,vit,Energy,brightness_0.225,brightness,Synthetic,0.18669871794871795,0.19617164299285839,0.009472925044140434,Ours
NICO,vit,Energy,brightness_0.25,brightness,Synthetic,0.21314102564102566,0.21519962628578115,0.0020586006447554928,Ours
NICO,vit,Energy,brightness_0.275,brightness,Synthetic,0.24198717948717952,0.21184707684845672,0.0301401026387228,Ours
NICO,vit,Energy,brightness_0.30000000000000004,brightness,Synthetic,0.23397435897435903,0.20767904241286406,0.026295316561494975,Ours
NICO,vit,Energy,brightness_0.325,brightness,Synthetic,0.25,0.2267070257057867,0.023292974294213287,Ours
NICO,vit,Energy,brightness_0.35000000000000003,brightness,Synthetic,0.28044871794871795,0.22716007292704687,0.05328864502167108,Ours
NICO,vit,Energy,brightness_0.375,brightness,Synthetic,0.2548076923076923,0.228609824035079,0.02619786827261328,Ours
NICO,vit,Energy,brightness_0.4,brightness,Synthetic,0.2628205128205129,0.23033140347586734,0.03248910934464555,Ours
NICO,vit,Energy,brightness_0.42500000000000004,brightness,Synthetic,0.27403846153846156,0.2528931550946185,0.021145306443843048,Ours
NICO,vit,Energy,brightness_0.45,brightness,Synthetic,0.2516025641025641,0.23730833068327228,0.014294233419291813,Ours
NICO,vit,Energy,brightness_0.47500000000000003,brightness,Synthetic,0.29166666666666663,0.2473659789952457,0.044300687671420924,Ours
NICO,vit,Energy,brightness_0.5,brightness,Synthetic,0.31009615384615385,0.26376628840486005,0.046329865441293805,Ours
NICO,vit,Energy,contrast_0.025,contrast,Synthetic,0.010016025641025661,0.004242039607535386,0.005773986033490275,Ours
NICO,vit,Energy,contrast_0.05,contrast,Synthetic,0.029246794871794934,0.03451200182207309,0.005265206950278156,Ours
NICO,vit,Energy,contrast_0.07500000000000001,contrast,Synthetic,0.049278846153846145,0.07526526429381952,0.025986418139973377,Ours
NICO,vit,Energy,contrast_0.1,contrast,Synthetic,0.07371794871794868,0.11996678270659256,0.04624883398864388,Ours
NICO,vit,Energy,contrast_0.125,contrast,Synthetic,0.11418269230769229,0.1470599872674307,0.0328772949597384,Ours
NICO,vit,Energy,contrast_0.15000000000000002,contrast,Synthetic,0.13822115384615385,0.1727009597580061,0.034479805911852235,Ours
NICO,vit,Energy,contrast_0.17500000000000002,contrast,Synthetic,0.1594551282051283,0.18899318829626555,0.02953806009113724,Ours
NICO,vit,Energy,contrast_0.2,contrast,Synthetic,0.18229166666666663,0.20678303115698332,0.02449136449031669,Ours
NICO,vit,Energy,contrast_0.225,contrast,Synthetic,0.21674679487179493,0.22793116068018365,0.011184365808388719,Ours
NICO,vit,Energy,contrast_0.25,contrast,Synthetic,0.21474358974358976,0.21890009249323755,0.004156502749647795,Ours
NICO,vit,Energy,contrast_0.275,contrast,Synthetic,0.23157051282051289,0.22770424941920514,0.0038662634013077457,Ours
NICO,vit,Energy,contrast_0.30000000000000004,contrast,Synthetic,0.2580128205128205,0.23668993535395538,0.0213228851588651,Ours
NICO,vit,Energy,contrast_0.325,contrast,Synthetic,0.28044871794871795,0.24004822201643788,0.04040049593228007,Ours
NICO,vit,Energy,contrast_0.35000000000000003,contrast,Synthetic,0.2872596153846153,0.22402828699135274,0.06323132839326256,Ours
NICO,vit,Energy,contrast_0.375,contrast,Synthetic,0.27283653846153844,0.25334522190978054,0.019491316551757898,Ours
NICO,vit,Energy,contrast_0.4,contrast,Synthetic,0.26482371794871795,0.2658253412636004,0.0010016233148824605,Ours
NICO,vit,Energy,contrast_0.42500000000000004,contrast,Synthetic,0.2764423076923077,0.24885237894240536,0.027589928749902348,Ours
NICO,vit,Energy,contrast_0.45,contrast,Synthetic,0.2640224358974359,0.24662864858481565,0.017393787312620257,Ours
NICO,vit,Energy,contrast_0.47500000000000003,contrast,Synthetic,0.2876602564102564,0.24708247110677278,0.040577785303483604,Ours
NICO,vit,Energy,contrast_0.5,contrast,Synthetic,0.27724358974358976,0.2543436314580861,0.022899958285503674,Ours
NICO,vit,Energy,fog_0.025,fog,Synthetic,0.28205128205128205,0.3156014127097251,0.033550130658443034,Ours
