ds,arch,source,target,kappa_src,pred_MAE_j,r2_j,D1_skew,D2_skew
CCT,resnet,entropy,atc,8.0,0.2948452539633868,0.2146776721567985,0.6093639601497075,-0.915706319632747
CCT,resnet,entropy,atc_ne,8.0,0.2950432571052271,0.2138357210556266,0.6092716957927238,-0.9135411134137034
CCT,resnet,entropy,nuclear,8.0,0.0706704174081112,0.9294140546586768,0.8687499910593033,-0.1163570167070427
CCT,resnet,entropy,naive,8.0,0.3030437409270106,0.0,0.8062499910593033,-0.0625
CCT,resnet,gradnorm,msp,8.0,0.2927409155384642,0.2227623067513754,0.1599155867813505,-0.1149295288860225
CCT,resnet,gradnorm,energy,8.0,0.2869531135733393,0.2403078401906154,0.7086916208028728,-0.9993462436401832
CCT,resnet,gradnorm,entropy,8.0,0.2934134510019127,0.2212451175002238,0.1438870381905542,-0.1162530894302601
CCT,resnet,gradnorm,gradnorm,8.0,0.1175955711787719,0.775094695299531,0.9081053025433212,-0.9812988293282064
CCT,resnet,gradnorm,mahalanobis,8.0,0.1065808661109192,0.8442902764018472,0.4113963177519073,-0.8284041965118651
CCT,resnet,gradnorm,knn,8.0,0.0613850631881923,0.9480904158616604,0.4597841937251458,-0.9099891651212506
CCT,resnet,gradnorm,vim,8.0,0.0841996339635239,0.892484002703356,0.5456673208101878,-0.8313753194285443
CCT,resnet,gradnorm,react,8.0,0.0835977586615167,0.8401519500715944,0.9247214549525432,-0.9765228912933656
CCT,resnet,gradnorm,atc,8.0,0.2948452539633868,0.2146776721567985,0.1594970102784827,-0.1158159529796299
CCT,resnet,gradnorm,atc_ne,8.0,0.2950432571052271,0.2138357210556266,0.1614035481195851,-0.1164020390759285
CCT,resnet,gradnorm,nuclear,8.0,0.0706704174081112,0.9294140546586768,0.9063984935242928,0.0
CCT,resnet,gradnorm,naive,8.0,0.3030437409270106,0.0,0.9375,-0.0625
CCT,resnet,mahalanobis,msp,0.2,0.2927409155384642,0.2227623067513754,0.0306800540277265,-0.1149295288860225
CCT,resnet,mahalanobis,energy,0.2,0.2869531135733393,0.2403078401906154,0.3382066782674265,-0.4642013549975351
CCT,resnet,mahalanobis,entropy,0.2,0.2934134510019127,0.2212451175002238,0.0371764855455052,-0.1162530894302601
CCT,resnet,mahalanobis,gradnorm,0.2,0.1175955711787719,0.775094695299531,0.9081053025433212,-0.7144775791642246
CCT,resnet,mahalanobis,mahalanobis,0.2,0.1065808661109192,0.8442902764018472,1.0,-0.8284041965118651
CCT,resnet,mahalanobis,knn,0.2,0.0613850631881923,0.9480904158616604,1.0,-0.9099891651212506
CCT,resnet,mahalanobis,vim,0.2,0.0841996339635239,0.892484002703356,0.9945276146225908,-0.8074360706547391
CCT,resnet,mahalanobis,react,0.2,0.0835977586615167,0.8401519500715944,0.7162703978794058,-0.4983116108998275
CCT,resnet,mahalanobis,atc,0.2,0.2948452539633868,0.2146776721567985,0.0569469615998891,-0.1158159529796299
CCT,resnet,mahalanobis,atc_ne,0.2,0.2950432571052271,0.2138357210556266,0.05920622923076,-0.1164020390759285
CCT,resnet,mahalanobis,nuclear,0.2,0.0706704174081112,0.9294140546586768,0.8337048560131538,0.0
CCT,resnet,mahalanobis,naive,0.2,0.3030437409270106,0.0,0.9375,-0.0625
CCT,resnet,knn,msp,0.2,0.2927409155384642,0.2227623067513754,0.7055766946426779,-0.1149295288860225
CCT,resnet,knn,energy,0.2,0.2869531135733393,0.2403078401906154,0.8568855934005268,-0.4395023444339072
CCT,resnet,knn,entropy,0.2,0.2934134510019127,0.2212451175002238,0.7058959894946581,-0.1162530894302601
CCT,resnet,knn,gradnorm,0.2,0.1175955711787719,0.775094695299531,0.902546526636292,-0.8256530956481656
CCT,resnet,knn,mahalanobis,0.2,0.1065808661109192,0.8442902764018472,1.0,-0.8284041965118651
CCT,resnet,knn,knn,0.2,0.0613850631881923,0.9480904158616604,1.0,-0.9099891651212506
CCT,resnet,knn,vim,0.2,0.0841996339635239,0.892484002703356,1.0,-0.7416032649467288
CCT,resnet,knn,react,0.2,0.0835977586615167,0.8401519500715944,0.9737687671207904,-0.5289661794062217
CCT,resnet,knn,atc,0.2,0.2948452539633868,0.2146776721567985,0.713267299222714,-0.1158159529796299
CCT,resnet,knn,atc_ne,0.2,0.2950432571052271,0.2138357210556266,0.7064559317704788,-0.1164020390759285
CCT,resnet,knn,nuclear,0.2,0.0706704174081112,0.9294140546586768,1.0,0.0
CCT,resnet,knn,naive,0.2,0.3030437409270106,0.0,0.9375,-0.0625
CCT,resnet,vim,msp,0.2,0.2927409155384642,0.2227623067513754,0.8778907199481388,-0.1149295288860225
CCT,resnet,vim,energy,0.2,0.2869531135733393,0.2403078401906154,0.8898175870384917,-1.0
CCT,resnet,vim,entropy,0.2,0.2934134510019127,0.2212451175002238,0.8766328736207292,-0.1162530894302601
CCT,resnet,vim,gradnorm,0.2,0.1175955711787719,0.775094695299531,0.4022566813363429,-0.8701233128442654
CCT,resnet,vim,mahalanobis,0.2,0.1065808661109192,0.8442902764018472,0.2115625467903666,-0.8284041965118651
CCT,resnet,vim,knn,0.2,0.0613850631881923,0.9480904158616604,0.1019389967361242,-0.9099891651212506
CCT,resnet,vim,vim,0.2,0.0841996339635239,0.892484002703356,1.0,-0.8672841069759494
CCT,resnet,vim,react,0.2,0.0835977586615167,0.8401519500715944,0.9982924222913366,-0.9581301384957392
CCT,resnet,vim,atc,0.2,0.2948452539633868,0.2146776721567985,0.8773473770065895,-0.1158159529796299
CCT,resnet,vim,atc_ne,0.2,0.2950432571052271,0.2138357210556266,0.8767848062299592,-0.1164020390759285
CCT,resnet,vim,nuclear,0.2,0.0706704174081112,0.9294140546586768,1.0,0.0
CCT,resnet,vim,naive,0.2,0.3030437409270106,0.0,0.9375,-0.0625
CCT,resnet,react,msp,8.0,0.2927409155384642,0.2227623067513754,0.8850704711139774,-0.1149295288860225
CCT,resnet,react,energy,8.0,0.2869531135733393,0.2403078401906154,0.8898175870384917,-1.0
CCT,resnet,react,entropy,8.0,0.2934134510019127,0.2212451175002238,0.8837469105697399,-0.1162530894302601
CCT,resnet,react,gradnorm,8.0,0.1175955711787719,0.775094695299531,0.8525175443013507,-0.9812988293282064
CCT,resnet,react,mahalanobis,8.0,0.1065808661109192,0.8442902764018472,0.1715958034881348,-0.8284041965118651
CCT,resnet,react,knn,8.0,0.0613850631881923,0.9480904158616604,0.2092925672084231,-0.9099891651212506
CCT,resnet,react,vim,8.0,0.0841996339635239,0.892484002703356,1.0,-0.8672841069759494
CCT,resnet,react,react,8.0,0.0835977586615167,0.8401519500715944,0.9982924222913366,-0.9826537699132748
CCT,resnet,react,atc,8.0,0.2948452539633868,0.2146776721567985,0.88418404702037,-0.1158159529796299
CCT,resnet,react,atc_ne,8.0,0.2950432571052271,0.2138357210556266,0.8835979609240715,-0.1164020390759285
CCT,resnet,react,nuclear,8.0,0.0706704174081112,0.9294140546586768,1.0,0.0
CCT,resnet,react,naive,8.0,0.3030437409270106,0.0,0.9375,-0.0625
CCT,resnet,atc,msp,8.0,0.2927409155384642,0.2227623067513754,0.614874196290501,-0.6318716256647978
CCT,resnet,atc,energy,8.0,0.2869531135733393,0.2403078401906154,0.5708906126113052,-0.2254443870139482
CCT,resnet,atc,entropy,8.0,0.2934134510019127,0.2212451175002238,0.6145363489839941,-0.6284637624799183
CCT,resnet,atc,gradnorm,8.0,0.1175955711787719,0.775094695299531,0.5844007893996483,-0.1641587871471866
CCT,resnet,atc,mahalanobis,8.0,0.1065808661109192,0.8442902764018472,0.1061579009815387,-0.474412955984355
CCT,resnet,atc,knn,8.0,0.0613850631881923,0.9480904158616604,0.1541461287400254,-0.4746108307423488
CCT,resnet,atc,vim,8.0,0.0841996339635239,0.892484002703356,0.4430153481907013,-0.2568341479147111
CCT,resnet,atc,react,8.0,0.0835977586615167,0.8401519500715944,0.6273413416602651,-0.0998021983908482
CCT,resnet,atc,atc,8.0,0.2948452539633868,0.2146776721567985,0.605460646317289,-0.6080562061967487
CCT,resnet,atc,atc_ne,8.0,0.2950432571052271,0.2138357210556266,0.6052743206606077,-0.6069491892348807
CCT,resnet,atc,nuclear,8.0,0.0706704174081112,0.9294140546586768,0.8374999910593033,-0.0920184987038513
CCT,resnet,atc,naive,8.0,0.3030437409270106,0.0,0.7749999910593033,-0.0625
CCT,resnet,atc_ne,msp,8.0,0.2927409155384642,0.2227623067513754,0.5896159414154295,-0.9836794343956892
CCT,resnet,atc_ne,energy,8.0,0.2869531135733393,0.2403078401906154,0.6288226097561098,-0.266609378447998
CCT,resnet,atc_ne,entropy,8.0,0.2934134510019127,0.2212451175002238,0.5897380936511986,-0.9770515745715528
CCT,resnet,atc_ne,gradnorm,8.0,0.1175955711787719,0.775094695299531,0.5927244705381526,-0.1308061275634003
CCT,resnet,atc_ne,mahalanobis,8.0,0.1065808661109192,0.8442902764018472,0.1197388452057057,-0.5372178772095633
CCT,resnet,atc_ne,knn,8.0,0.0613850631881923,0.9480904158616604,0.1791461347004899,-0.5163594825601043
CCT,resnet,atc_ne,vim,8.0,0.0841996339635239,0.892484002703356,0.4799849785380684,-0.3705454226325643
CCT,resnet,atc_ne,react,8.0,0.0835977586615167,0.8401519500715944,0.6829959161271236,-0.1243258517342398
CCT,resnet,atc_ne,atc,8.0,0.2948452539633868,0.2146776721567985,0.5962773027182222,-0.9430530384001108
CCT,resnet,atc_ne,atc_ne,8.0,0.2950432571052271,0.2138357210556266,0.5962085536581305,-0.94079377076924
CCT,resnet,atc_ne,nuclear,8.0,0.0706704174081112,0.9294140546586768,0.8624999970197678,-0.1291738835237367
CCT,resnet,atc_ne,naive,8.0,0.3030437409270106,0.0,0.7999999970197678,-0.0625
OfficeHome,resnet,msp,msp,8.0,0.0765921605390871,0.4997351068392405,0.2693348098243152,-1.0
OfficeHome,resnet,msp,energy,8.0,0.0754670295444572,0.5210240482457273,0.280565825285143,-1.0
OfficeHome,resnet,msp,entropy,8.0,0.0765063726736052,0.5011359634532496,0.26936882049436,-1.0
OfficeHome,resnet,msp,gradnorm,8.0,0.0611898516276397,0.6729168351219605,0.2811915387148309,-0.759327206597292
OfficeHome,resnet,msp,mahalanobis,8.0,0.0538072290758048,0.7416884378063264,0.2966438238025525,-0.7134330976341289
OfficeHome,resnet,msp,knn,8.0,0.0530443389661577,0.7483206606221509,0.2620041937189943,-0.6960590363354897
OfficeHome,resnet,msp,vim,8.0,0.0684557672608907,0.6142919722680895,0.214659913326391,-0.6748292513877749
OfficeHome,resnet,msp,react,8.0,0.1203488137174538,0.0070394420733977,0.2332709405493986,-0.78400774252491
OfficeHome,resnet,msp,atc,8.0,0.0748153698240179,0.5219004498431852,0.3963823145223411,-0.9827276369642062
OfficeHome,resnet,msp,atc_ne,8.0,0.0713224622539177,0.5563787338657784,0.3834536667034605,-0.979031001115289
OfficeHome,resnet,msp,nuclear,8.0,0.0524433567230774,0.7696769212669085,0.1131301919350728,-0.6112049485461422
OfficeHome,resnet,msp,naive,8.0,0.1770279212650043,0.0,0.3984375,-0.6015625
OfficeHome,resnet,energy,msp,8.0,0.0765921605390871,0.4997351068392405,0.2904761152225906,-1.0
OfficeHome,resnet,energy,energy,8.0,0.0754670295444572,0.5210240482457273,0.2914089327815856,-1.0
OfficeHome,resnet,energy,entropy,8.0,0.0765063726736052,0.5011359634532496,0.2905044644401214,-1.0
OfficeHome,resnet,energy,gradnorm,8.0,0.0611898516276397,0.6729168351219605,0.2204134229353358,-0.8808834425336607
OfficeHome,resnet,energy,mahalanobis,8.0,0.0538072290758048,0.7416884378063264,0.2865669023658711,-0.92504846304546
OfficeHome,resnet,energy,knn,8.0,0.0530443389661577,0.7483206606221509,0.2095832273228481,-0.937195473149674
OfficeHome,resnet,energy,vim,8.0,0.0684557672608907,0.6142919722680895,0.0,-0.6748292513877749
OfficeHome,resnet,energy,react,8.0,0.1203488137174538,0.0070394420733977,0.4319757931039346,-0.78400774252491
OfficeHome,resnet,energy,atc,8.0,0.0748153698240179,0.5219004498431852,0.4244645232629747,-0.9827276369642062
OfficeHome,resnet,energy,atc_ne,8.0,0.0713224622539177,0.5563787338657784,0.4252788188287975,-0.979031001115289
OfficeHome,resnet,energy,nuclear,8.0,0.0524433567230774,0.7696769212669085,0.1325694883913202,-0.6112022333658715
OfficeHome,resnet,energy,naive,8.0,0.1770279212650043,0.0,0.3984375,-0.6015625
OfficeHome,resnet,entropy,msp,8.0,0.0765921605390871,0.4997351068392405,0.2904761152225906,-1.0
OfficeHome,resnet,entropy,energy,8.0,0.0754670295444572,0.5210240482457273,0.2914089327815856,-1.0
OfficeHome,resnet,entropy,entropy,8.0,0.0765063726736052,0.5011359634532496,0.2905044644401214,-1.0
OfficeHome,resnet,entropy,gradnorm,8.0,0.0611898516276397,0.6729168351219605,0.3115805966045784,-0.7694568940196673
OfficeHome,resnet,entropy,mahalanobis,8.0,0.0538072290758048,0.7416884378063264,0.2865669023658711,-0.7436638641214619
OfficeHome,resnet,entropy,knn,8.0,0.0530443389661577,0.7483206606221509,0.2724883833737652,-0.7065432282555472
OfficeHome,resnet,entropy,vim,8.0,0.0684557672608907,0.6142919722680895,0.1262512565590323,-0.6748292513877749
OfficeHome,resnet,entropy,react,8.0,0.1203488137174538,0.0070394420733977,0.2591889660941991,-0.78400774252491
OfficeHome,resnet,entropy,atc,8.0,0.0748153698240179,0.5219004498431852,0.4104234067573858,-0.9827276369642062
OfficeHome,resnet,entropy,atc_ne,8.0,0.0713224622539177,0.5563787338657784,0.4113370934207707,-0.979031001115289
OfficeHome,resnet,entropy,nuclear,8.0,0.0524433567230774,0.7696769212669085,0.0771722707406264,-0.6112010592338626
OfficeHome,resnet,entropy,naive,8.0,0.1770279212650043,0.0,0.3984375,-0.6015625
OfficeHome,resnet,gradnorm,msp,8.0,0.0765921605390871,0.4997351068392405,0.2904761152225906,-1.0
OfficeHome,resnet,gradnorm,energy,8.0,0.0754670295444572,0.5210240482457273,0.280565825285143,-0.7194341747148569
OfficeHome,resnet,gradnorm,entropy,8.0,0.0765063726736052,0.5011359634532496,0.2905044644401214,-1.0
OfficeHome,resnet,gradnorm,gradnorm,8.0,0.0611898516276397,0.6729168351219605,0.3115805966045784,-0.9821803080026572
OfficeHome,resnet,gradnorm,mahalanobis,8.0,0.0538072290758048,0.7416884378063264,0.3167976688532041,-0.9552792469511032
OfficeHome,resnet,gradnorm,knn,8.0,0.0530443389661577,0.7483206606221509,0.3249093497699114,-0.9791322498910492
OfficeHome,resnet,gradnorm,vim,8.0,0.0684557672608907,0.6142919722680895,0.3251707486122251,-0.785340086673609
OfficeHome,resnet,gradnorm,react,8.0,0.1203488137174538,0.0070394420733977,0.21599225747509,-0.559384860692223
OfficeHome,resnet,gradnorm,atc,8.0,0.0748153698240179,0.5219004498431852,0.3261767562649407,-0.9827276369642062
OfficeHome,resnet,gradnorm,atc_ne,8.0,0.0713224622539177,0.5563787338657784,0.3276867891700967,-0.979031001115289
OfficeHome,resnet,gradnorm,nuclear,8.0,0.0524433567230774,0.7696769212669085,0.1807539213820383,-0.611301594287128
OfficeHome,resnet,gradnorm,naive,8.0,0.1770279212650043,0.0,0.3984375,-0.6015625
OfficeHome,resnet,mahalanobis,msp,0.2,0.0765921605390871,0.4997351068392405,0.2904761152225906,-0.9843608572389568
OfficeHome,resnet,mahalanobis,energy,0.2,0.0754670295444572,0.5210240482457273,0.2914089327815856,-0.8712376738079631
OfficeHome,resnet,mahalanobis,entropy,0.2,0.0765063726736052,0.5011359634532496,0.2905044644401214,-0.9842589091381326
OfficeHome,resnet,mahalanobis,gradnorm,0.2,0.0611898516276397,0.6729168351219605,0.3115805966045784,-0.921402192223162
OfficeHome,resnet,mahalanobis,mahalanobis,0.2,0.0538072290758048,0.7416884378063264,0.3167976688532041,-0.9754330854698888
OfficeHome,resnet,mahalanobis,knn,0.2,0.0530443389661577,0.7483206606221509,0.3249093497699114,-0.9791322498910492
OfficeHome,resnet,mahalanobis,vim,0.2,0.0684557672608907,0.6142919722680895,0.3251707486122251,-0.6748292513877749
OfficeHome,resnet,mahalanobis,react,0.2,0.1203488137174538,0.0070394420733977,0.21599225747509,-0.7667290594506013
OfficeHome,resnet,mahalanobis,atc,0.2,0.0748153698240179,0.5219004498431852,0.3963823145223411,-0.9827276369642062
OfficeHome,resnet,mahalanobis,atc_ne,0.2,0.0713224622539177,0.5563787338657784,0.3973953921114872,-0.979031001115289
OfficeHome,resnet,mahalanobis,nuclear,0.2,0.0524433567230774,0.7696769212669085,0.122767742651634,-0.6117112929749972
OfficeHome,resnet,mahalanobis,naive,0.2,0.1770279212650043,0.0,0.3984375,-0.6015625
OfficeHome,resnet,knn,msp,0.2,0.0765921605390871,0.4997351068392405,0.2904761152225906,-0.9737901988299004
OfficeHome,resnet,knn,energy,0.2,0.0754670295444572,0.5210240482457273,0.280565825285143,-0.8061790311721436
OfficeHome,resnet,knn,entropy,0.2,0.0765063726736052,0.5011359634532496,0.2905044644401214,-0.9631232537755918
OfficeHome,resnet,knn,gradnorm,0.2,0.0611898516276397,0.6729168351219605,0.3115805966045784,-0.9720506162029032
OfficeHome,resnet,knn,mahalanobis,0.2,0.0538072290758048,0.7416884378063264,0.3167976688532041,-0.9754330854698888
OfficeHome,resnet,knn,knn,0.2,0.0530443389661577,0.7483206606221509,0.3249093497699114,-0.9791322498910492
OfficeHome,resnet,knn,vim,0.2,0.0684557672608907,0.6142919722680895,0.3251707486122251,-0.6748292513877749
OfficeHome,resnet,knn,react,0.2,0.1203488137174538,0.0070394420733977,0.2246315990122443,-0.7321716951686594
OfficeHome,resnet,knn,atc,0.2,0.0748153698240179,0.5219004498431852,0.2138478848965898,-0.9827276369642062
OfficeHome,resnet,knn,atc_ne,0.2,0.0713224622539177,0.5563787338657784,0.230094759511396,-0.979031001115289
OfficeHome,resnet,knn,nuclear,0.2,0.0524433567230774,0.7696769212669085,0.2638126617978279,-0.6116434501598557
OfficeHome,resnet,knn,naive,0.2,0.1770279212650043,0.0,0.3984375,-0.6015625
OfficeHome,resnet,vim,msp,0.2,0.0765921605390871,0.4997351068392405,0.1424869797186304,-0.7095238847774095
OfficeHome,resnet,vim,energy,0.2,0.0754670295444572,0.5210240482457273,0.0,-0.7085910672184144
OfficeHome,resnet,vim,entropy,0.2,0.0765063726736052,0.5011359634532496,0.1214193128740302,-0.7094955355598785
OfficeHome,resnet,vim,gradnorm,0.2,0.0611898516276397,0.6729168351219605,0.2913212239485169,-0.9720506162029032
OfficeHome,resnet,vim,mahalanobis,0.2,0.0538072290758048,0.7416884378063264,0.2865669023658711,-0.965356157501341
OfficeHome,resnet,vim,knn,0.2,0.0530443389661577,0.7483206606221509,0.2724883833737652,-0.9686480511751324
OfficeHome,resnet,vim,vim,0.2,0.0684557672608907,0.6142919722680895,0.3251707486122251,-1.0
OfficeHome,resnet,vim,react,0.2,0.1203488137174538,0.0070394420733977,0.21599225747509,-0.5334668370140978
OfficeHome,resnet,vim,atc,0.2,0.0748153698240179,0.5219004498431852,0.0313134719568377,-0.9827276369642062
OfficeHome,resnet,vim,atc_ne,0.2,0.0713224622539177,0.5563787338657784,0.0209689988847109,-0.95114756536095
OfficeHome,resnet,vim,nuclear,0.2,0.0524433567230774,0.7696769212669085,0.3683862888744795,-0.6258447235744744
OfficeHome,resnet,vim,naive,0.2,0.1770279212650043,0.0,0.3984375,-0.6015625
OfficeHome,resnet,react,msp,8.0,0.0765921605390871,0.4997351068392405,0.1636282874008733,-0.8575130202813696
OfficeHome,resnet,react,energy,8.0,0.0754670295444572,0.5210240482457273,0.1938209688278563,-0.7085910672184144
OfficeHome,resnet,react,entropy,8.0,0.0765063726736052,0.5011359634532496,0.1636906053322648,-0.8574450408968525
OfficeHome,resnet,react,gradnorm,8.0,0.0611898516276397,0.6729168351219605,0.3014509102765476,-0.9720506162029032
OfficeHome,resnet,react,mahalanobis,8.0,0.0538072290758048,0.7416884378063264,0.2865669023658711,-0.804125397096128
OfficeHome,resnet,react,knn,8.0,0.0530443389661577,0.7483206606221509,0.2934567717444528,-0.9581638705815072
OfficeHome,resnet,react,vim,8.0,0.0684557672608907,0.6142919722680895,0.3251707486122251,-1.0
OfficeHome,resnet,react,react,8.0,0.1203488137174538,0.0070394420733977,0.21599225747509,-0.5334668370140978
OfficeHome,resnet,react,atc,8.0,0.0748153698240179,0.5219004498431852,0.0313134719568377,-0.9827276369642062
OfficeHome,resnet,react,atc_ne,8.0,0.0713224622539177,0.5563787338657784,0.0349107167618804,-0.979031001115289
OfficeHome,resnet,react,nuclear,8.0,0.0524433567230774,0.7696769212669085,0.3680736028438489,-0.6135123747850844
OfficeHome,resnet,react,naive,8.0,0.1770279212650043,0.0,0.3984375,-0.6015625
OfficeHome,resnet,atc,msp,8.0,0.0765921605390871,0.4997351068392407,0.004363761610222949,-0.7095238847774094
OfficeHome,resnet,atc,energy,8.0,0.0754670295444572,0.5210240482457276,0.2075555634567578,-0.7085910672184144
OfficeHome,resnet,atc,entropy,8.0,0.07650637267360529,0.5011359634532497,0.004468729157280971,-0.7094955355598785
OfficeHome,resnet,atc,gradnorm,8.0,0.061189851627639756,0.6729168351219605,0.25282841043027693,-0.6884194033954216
OfficeHome,resnet,atc,mahalanobis,8.0,0.053807229075804874,0.7416884378063265,0.28757459080814834,-0.6832023311467958
OfficeHome,resnet,atc,knn,8.0,0.053044338966157754,0.7483206606221511,0.3046399087353804,-0.6750906502300886
OfficeHome,resnet,atc,vim,8.0,0.06845576726089078,0.6142919722680896,0.3251707486122251,-0.6961946802752864
OfficeHome,resnet,atc,react,8.0,0.12034881371745382,0.007039442073398128,0.21599225747509004,-0.7840077425249099
OfficeHome,resnet,atc,atc,8.0,0.07481536982401794,0.5219004498431854,0.01727236303579388,-0.5755354767370253
OfficeHome,resnet,atc,atc_ne,8.0,0.07132246225391775,0.5563787338657786,0.02096899888471096,-0.5747211811712025
OfficeHome,resnet,atc,nuclear,8.0,0.05244335672307739,0.7696769212669086,0.36574474452164263,-0.9134459520355952
OfficeHome,resnet,atc,naive,8.0,0.17702792126500438,0.0,0.3984375,-0.6015625
OfficeHome,resnet,atc_ne,msp,8.0,0.0765921605390871,0.4997351068392407,0.0,-0.7095238847774094
OfficeHome,resnet,atc_ne,energy,8.0,0.0754670295444572,0.5210240482457276,0.1970738934625723,-0.7085910672184144
OfficeHome,resnet,atc_ne,entropy,8.0,0.07650637267360529,0.5011359634532497,0.0,-0.7094955355598785
OfficeHome,resnet,atc_ne,gradnorm,8.0,0.061189851627639756,0.6729168351219605,0.23324435129042886,-0.6884194033954216
OfficeHome,resnet,atc_ne,mahalanobis,8.0,0.053807229075804874,0.7416884378063265,0.27783356624465555,-0.6832023311467958
OfficeHome,resnet,atc_ne,knn,8.0,0.053044338966157754,0.7483206606221511,0.3046399087353804,-0.6750906502300886
OfficeHome,resnet,atc_ne,vim,8.0,0.06845576726089078,0.6142919722680896,0.3251707486122251,-1.0
OfficeHome,resnet,atc_ne,react,8.0,0.12034881371745382,0.007039442073398128,0.21599225747509004,-0.708845467884986
OfficeHome,resnet,atc_ne,atc,8.0,0.07481536982401794,0.5219004498431854,0.01727236303579388,-0.5755354767370253
OfficeHome,resnet,atc_ne,atc_ne,8.0,0.07132246225391775,0.5563787338657786,0.02096899888471096,-0.5747211811712025
OfficeHome,resnet,atc_ne,nuclear,8.0,0.05244335672307739,0.7696769212669086,0.3547513469566953,-0.9315066780490987
OfficeHome,resnet,atc_ne,naive,8.0,0.17702792126500438,0.0,0.3984375,-0.6015625
Office31,resnet,msp,msp,8.0,0.2968684572843225,0.0,0.591459824710239,-0.4085401156851163
Office31,resnet,msp,energy,8.0,0.15991900299541595,0.5135481081269901,0.7188917533696857,-0.29503476799893724
Office31,resnet,msp,entropy,8.0,0.2430834536210404,0.3223518800623528,0.47794014305248833,-0.049549875092786744
Office31,resnet,msp,gradnorm,8.0,0.17711041444275988,0.44848516204658984,0.6939585940659276,-0.3264272416301359
Office31,resnet,msp,mahalanobis,8.0,0.04945059484269111,0.9573944591259181,0.5951667472405338,-0.11176080591164339
Office31,resnet,msp,knn,8.0,0.050823559641245936,0.9571153680861659,0.6812986299399596,-0.15954184215156475
