ds,arch,source,target,kappa_src,pred_MAE_j,r2_j,D1_skew,D2_skew
CCT,resnet,gradnorm,knn,8.0,0.06138506318819234,0.9480904158616603,0.5764931936264587,-0.9099891651212506
CCT,resnet,gradnorm,vim,8.0,0.08419963396352398,0.8924840027033561,0.9463362503947403,-0.641973866019754
CCT,resnet,gradnorm,react,8.0,0.08359775866151672,0.8401519500715944,0.9598239428042562,-0.9057168182477326
CCT,resnet,gradnorm,atc,8.0,0.2948452539633868,0.21467767215679845,0.6911486564783434,-0.1301148706089017
CCT,resnet,gradnorm,atc_ne,8.0,0.29504325710522716,0.21383572105562665,0.6912265323557458,-0.1306517743374268
CCT,resnet,gradnorm,nuclear,8.0,0.07067041740811128,0.9294140546586767,1.0,-0.004191971827154695
CCT,resnet,gradnorm,naive,8.0,0.30262818241637224,0.0,0.92578125,-0.07421875
CCT,resnet,mahalanobis,msp,0.2,0.2927409155384642,0.22276230675137543,0.49102308398371397,-0.14496247484130742
CCT,resnet,mahalanobis,energy,0.2,0.28695311357333936,0.24030784019061546,0.6398223329109329,-0.4373499267094405
CCT,resnet,mahalanobis,entropy,0.2,0.29341345100191274,0.2212451175002237,0.5005063554429006,-0.14601115238794504
CCT,resnet,mahalanobis,gradnorm,0.2,0.11759557117877194,0.775094695299531,0.8819615113892942,-0.7080831972604366
CCT,resnet,mahalanobis,mahalanobis,0.2,0.10658086611091926,0.8442902764018472,0.9694164670436399,-0.8284041965118651
CCT,resnet,mahalanobis,knn,0.2,0.06138506318819234,0.9480904158616603,0.8247753466096663,-0.9037522121685746
CCT,resnet,mahalanobis,vim,0.2,0.08419963396352398,0.8924840027033561,0.951485555396849,-0.591904923585044
CCT,resnet,mahalanobis,react,0.2,0.08359775866151672,0.8401519500715944,0.818274713188988,-0.42486084110361966
CCT,resnet,mahalanobis,atc,0.2,0.2948452539633868,0.21467767215679845,0.4648200164770257,-0.1801610818019812
CCT,resnet,mahalanobis,atc_ne,0.2,0.29504325710522716,0.21383572105562665,0.4655864455102637,-0.1805258472450515
CCT,resnet,mahalanobis,nuclear,0.2,0.07067041740811128,0.9294140546586767,0.973856208845973,-0.006195263585406896
CCT,resnet,mahalanobis,naive,0.2,0.30262818241637224,0.0,0.899637458845973,-0.07421875
CCT,resnet,knn,msp,0.2,0.2927409155384642,0.22276230675137543,0.7087619437643284,-0.26606655371268717
CCT,resnet,knn,energy,0.2,0.28695311357333936,0.24030784019061546,0.786186752896415,-0.3274979286121946
CCT,resnet,knn,entropy,0.2,0.29341345100191274,0.2212451175002237,0.7088127982668435,-0.2659469784656683
CCT,resnet,knn,gradnorm,0.2,0.11759557117877194,0.775094695299531,0.8761484124204998,-0.6259769687273569
CCT,resnet,knn,mahalanobis,0.2,0.10658086611091926,0.8442902764018472,0.5693757290127082,-0.7979852228972676
CCT,resnet,knn,knn,0.2,0.06138506318819234,0.9480904158616603,0.8434862054676944,-0.9034532177984052
CCT,resnet,knn,vim,0.2,0.08419963396352398,0.8924840027033561,0.973856208845973,-0.5353000338274885
CCT,resnet,knn,react,0.2,0.08359775866151672,0.8401519500715944,0.9080344974407392,-0.4119134811419791
CCT,resnet,knn,atc,0.2,0.2948452539633868,0.21467767215679845,0.6864532402401093,-0.30946485450407535
CCT,resnet,knn,atc_ne,0.2,0.29504325710522716,0.21383572105562665,0.6864573425711077,-0.30936238744453826
CCT,resnet,knn,nuclear,0.2,0.07067041740811128,0.9294140546586767,0.973856208845973,-0.008423679102869897
CCT,resnet,knn,naive,0.2,0.30262818241637224,0.0,0.899637458845973,-0.06768280267715454
CCT,resnet,vim,msp,0.2,0.2927409155384642,0.22276230675137543,0.8099881030161664,-0.43151783491053797
CCT,resnet,vim,energy,0.2,0.28695311357333936,0.24030784019061546,0.8898175870384917,-0.9411764740943909
CCT,resnet,vim,entropy,0.2,0.29341345100191274,0.2212451175002237,0.8093517499953051,-0.45172390354438424
CCT,resnet,vim,gradnorm,0.2,0.11759557117877194,0.775094695299531,0.8383481132611432,-0.4109226041085493
CCT,resnet,vim,mahalanobis,0.2,0.10658086611091926,0.8442902764018472,0.47013363213503645,-0.6740485654392475
CCT,resnet,vim,knn,0.2,0.06138506318819234,0.9480904158616603,0.5203605886133935,-0.7139526742567694
CCT,resnet,vim,vim,0.2,0.08419963396352398,0.8924840027033561,1.0,-0.7834261098529851
CCT,resnet,vim,react,0.2,0.08359775866151672,0.8401519500715944,0.9982924222913366,-0.8212476417869429
CCT,resnet,vim,atc,0.2,0.2948452539633868,0.21467767215679845,0.7983905392072531,-0.5360061661265094
CCT,resnet,vim,atc_ne,0.2,0.29504325710522716,0.21383572105562665,0.7980995473246031,-0.5491943771539147
CCT,resnet,vim,nuclear,0.2,0.07067041740811128,0.9294140546586767,1.0,-0.013358383238041172
CCT,resnet,vim,naive,0.2,0.30262818241637224,0.0,0.92578125,-0.01539522409439087
CCT,resnet,react,msp,8.0,0.2927409155384642,0.22276230675137543,0.8400210511111839,-0.5346885610028858
CCT,resnet,react,energy,8.0,0.28695311357333936,0.24030784019061546,0.8898175870384917,-0.9542483687400818
CCT,resnet,react,entropy,8.0,0.29341345100191274,0.2212451175002237,0.8391098150731383,-0.5391909502839171
CCT,resnet,react,gradnorm,8.0,0.11759557117877194,0.775094695299531,0.8848529066681433,-0.47631238574594087
CCT,resnet,react,mahalanobis,8.0,0.10658086611091926,0.8442902764018472,0.27309866522808135,-0.5378515457614876
CCT,resnet,react,knn,8.0,0.06138506318819234,0.9480904158616603,0.3893845766071975,-0.6708919923283764
CCT,resnet,react,vim,8.0,0.08419963396352398,0.8924840027033561,1.0,-0.7902393866943372
CCT,resnet,react,react,8.0,0.08359775866151672,0.8401519500715944,0.9982924222913366,-0.9048450754593808
CCT,resnet,react,atc,8.0,0.2948452539633868,0.21467767215679845,0.8198389181980188,-0.6134231855195788
CCT,resnet,react,atc_ne,8.0,0.29504325710522716,0.21383572105562665,0.8194741527549485,-0.6263901083954247
CCT,resnet,react,nuclear,8.0,0.07067041740811128,0.9294140546586767,1.0,-0.021061814198599094
CCT,resnet,react,naive,8.0,0.30262818241637224,0.0,0.92578125,-0.028467118740081787
CCT,resnet,atc,msp,8.0,0.2927409155384642,0.22276230675137543,0.5959763306287376,-0.2447842075765183
CCT,resnet,atc,energy,8.0,0.28695311357333936,0.24030784019061546,0.6616889641260535,-0.10509064092537002
CCT,resnet,atc,entropy,8.0,0.29341345100191274,0.2212451175002237,0.5956835813303957,-0.24432102860698013
CCT,resnet,atc,gradnorm,8.0,0.11759557117877194,0.775094695299531,0.6444382249792545,-0.032348323197018636
CCT,resnet,atc,mahalanobis,8.0,0.10658086611091926,0.8442902764018472,0.20410169092297736,0.043007461707307404
CCT,resnet,atc,knn,8.0,0.06138506318819234,0.9480904158616603,0.2690465605632929,0.06535947322845459
CCT,resnet,atc,vim,8.0,0.08419963396352398,0.8924840027033561,0.6697277586384478,0.06535947322845459
CCT,resnet,atc,react,8.0,0.08359775866151672,0.8401519500715944,0.7384734580603921,0.012360590755120526
CCT,resnet,atc,atc,8.0,0.2948452539633868,0.21467767215679845,0.5718737384524146,-0.26494024520899473
CCT,resnet,atc,atc_ne,8.0,0.29504325710522716,0.21383572105562665,0.5717548848447073,-0.2647885957851883
CCT,resnet,atc,nuclear,8.0,0.07067041740811128,0.9294140546586767,0.8235294073820114,0.06535947322845459
CCT,resnet,atc,naive,8.0,0.30262818241637224,0.0,0.7493106573820114,-0.00885927677154541
CCT,resnet,atc_ne,msp,8.0,0.2927409155384642,0.22276230675137543,0.5826343543296635,-0.23533139436054507
CCT,resnet,atc_ne,energy,8.0,0.28695311357333936,0.24030784019061546,0.7181239923124844,-0.09233352042383614
CCT,resnet,atc_ne,entropy,8.0,0.29341345100191274,0.2212451175002237,0.5828226503211863,-0.23507437762451844
CCT,resnet,atc_ne,gradnorm,8.0,0.11759557117877194,0.775094695299531,0.695280106025594,-0.057046416194459604
CCT,resnet,atc_ne,mahalanobis,8.0,0.10658086611091926,0.8442902764018472,0.21943434856829802,-0.04768427519287566
CCT,resnet,atc_ne,knn,8.0,0.06138506318819234,0.9480904158616603,0.2833144326896616,0.015471876604370327
CCT,resnet,atc_ne,vim,8.0,0.08419963396352398,0.8924840027033561,0.7339779280617594,0.05228757858276367
CCT,resnet,atc_ne,react,8.0,0.08359775866151672,0.8401519500715944,0.7969233799138503,0.012111521387019875
CCT,resnet,atc_ne,atc,8.0,0.2948452539633868,0.21467767215679845,0.5538937477974276,-0.2565637649388929
CCT,resnet,atc_ne,atc_ne,8.0,0.29504325710522716,0.21383572105562665,0.55397162367483,-0.2564858890614905
CCT,resnet,atc_ne,nuclear,8.0,0.07067041740811128,0.9294140546586767,0.8627450913190842,0.028514487514741726
CCT,resnet,atc_ne,naive,8.0,0.30262818241637224,0.0,0.7885263413190842,-0.021931171417236328
